theta,phi
3.04639287620828,2.66559376668225
4.44265627780375,2.22132813890187
1.14239732857811,0.85679799643358
5.0138549420928,3.10985939446262
5.39465405161884,0.983731032942258
6.09278575241657,1.52319643810414
5.20425449685582,1.71359599286716
4.31572324129507,1.30106362421395
4.95038842383846,1.93572880675735
6.28318530717959,1.07893081032377
5.20425449685582,2.53866073017357
2.66559376668225,1.4597299198498
1.26933036508679,2.0943951023932
5.71198664289053,3.01465961708111
4.82345538732978,0.920264514687919
1.33279688334112,0.729864959924901
5.83891967939921,0.666398441670562
3.04639287620828,2.03092858413886
0.88853125556075,3.14159265358979
3.61759154049734,0.222132813890187
5.52158708812751,1.90399554763018
5.90238619765355,0.126933036508679
2.03092858413886,1.68186273373999
1.84052902937584,0.571198664289053
0.571198664289053,0
5.71198664289053,1.90399554763018
1.58666295635848,2.25306139802904
5.45812056987318,2.98292635795395
3.61759154049734,2.5069274710464
5.20425449685582,2.72906028493659
1.90399554763018,1.07893081032377
2.22132813890187,0.126933036508679
3.80799109526036,2.72906028493659
6.15625227067091,2.1895948797747
6.09278575241657,0.951997773815089
3.93492413176903,0.412532368653205
4.25225672304073,1.07893081032377
2.34826117541055,1.36453014246829
0.88853125556075,3.10985939446262
0.444265627780375,2.60212724842791
5.71198664289053,2.31652791628338
3.42719198573432,1.55492969723131
3.36372546747998,2.28479465715621
0.634665182543393,1.30106362421395
5.0138549420928,1.52319643810414
1.39626340159546,0.126933036508679
3.36372546747998,1.65012947461282
3.36372546747998,2.60212724842791
0.698131700797732,0.571198664289053
3.87145761351469,2.79252680319093
6.21971878892525,0.85679799643358
5.77545316114487,2.47519421191923
5.0138549420928,0.634665182543393
5.14078797860148,2.91945983969961
3.99839065002337,0.412532368653205
1.84052902937584,1.14239732857811
4.63305583256677,1.17413058770528
1.4597299198498,0.222132813890187
3.2367924309713,2.91945983969961
5.58505360638185,2.53866073017357
6.28318530717959,2.28479465715621
3.10985939446262,0.951997773815089
3.74452457700602,1.26933036508679
5.64852012463619,1.61839621548565
3.68105805875168,2.34826117541055
2.03092858413886,1.61839621548565
2.85599332144527,1.7770625111215
2.0943951023932,0.507732146034714
2.79252680319093,0.0951997773815089
1.65012947461282,2.47519421191923
4.95038842383846,0.126933036508679
3.04639287620828,1.7770625111215
3.17332591271696,0.793331478179241
4.56958931431243,2.69732702580942
3.93492413176903,1.26933036508679
3.49065850398866,2.8242600623181
3.99839065002337,0.475998886907544
2.79252680319093,2.79252680319093
2.0943951023932,1.65012947461282
5.90238619765355,2.66559376668225
1.07893081032377,1.49146317897697
5.77545316114487,2.57039398930074
0.951997773815089,3.10985939446262
6.15625227067091,1.49146317897697
0.951997773815089,1.20586384683245
4.88692190558412,1.0471975511966
5.96585271590789,1.71359599286716
0.82506473730641,2.34826117541055
3.93492413176903,1.17413058770528
6.02931923416223,0.253866073017357
6.02931923416223,1.23759710595962
5.45812056987318,1.42799666072263
5.14078797860148,2.0943951023932
4.50612279605809,1.23759710595962
0.380799109526036,2.72906028493659
4.95038842383846,1.20586384683245
1.90399554763018,1.93572880675735
3.87145761351469,0.88853125556075
4.06185716827771,1.39626340159546
5.77545316114487,1.17413058770528
2.85599332144527,1.52319643810414
5.0138549420928,1.87226228850301
5.3311875333645,0.0317332591271696
4.06185716827771,0.475998886907544
0.190399554763018,2.8242600623181
3.87145761351469,1.90399554763018
4.69652235082111,0.285599332144527
3.87145761351469,1.26933036508679
2.98292635795395,1.93572880675735
3.68105805875168,2.03092858413886
3.42719198573432,0.983731032942258
3.42719198573432,2.66559376668225
4.37918975954941,1.33279688334112
3.2367924309713,1.36453014246829
2.34826117541055,0.285599332144527
6.02931923416223,3.01465961708111
1.7770625111215,0.349065850398866
3.42719198573432,1.20586384683245
0.634665182543393,0.158666295635848
2.66559376668225,2.53866073017357
1.52319643810414,1.87226228850301
3.68105805875168,3.01465961708111
2.28479465715621,2.69732702580942
5.3311875333645,2.8242600623181
6.15625227067091,0.126933036508679
4.69652235082111,0.0951997773815089
5.58505360638185,1.4597299198498
5.58505360638185,2.76079354406376
1.84052902937584,1.01546429206943
5.58505360638185,1.74532925199433
5.83891967939921,1.52319643810414
5.58505360638185,2.06266184326603
3.17332591271696,2.79252680319093
3.80799109526036,2.31652791628338
2.79252680319093,1.55492969723131
2.66559376668225,1.42799666072263
3.30025894922564,2.60212724842791
4.06185716827771,0.602931923416223
3.74452457700602,0.222132813890187
1.90399554763018,3.04639287620828
2.0943951023932,1.39626340159546
1.20586384683245,1.42799666072263
0,0.126933036508679
1.26933036508679,0.253866073017357
1.52319643810414,0.571198664289053
0.761598219052071,1.74532925199433
6.02931923416223,0.349065850398866
5.64852012463619,1.01546429206943
5.83891967939921,0.126933036508679
0.126933036508679,2.03092858413886
5.77545316114487,0.761598219052071
2.15786162064753,2.41172769366489
1.26933036508679,1.20586384683245
0.698131700797732,0.761598219052071
2.03092858413886,2.5069274710464
4.25225672304073,1.99919532501169
5.64852012463619,2.37999443453772
2.47519421191923,1.33279688334112
5.20425449685582,0.285599332144527
5.26772101511016,0.571198664289053
3.74452457700602,3.01465961708111
1.90399554763018,0.634665182543393
5.3311875333645,1.36453014246829
5.45812056987318,2.22132813890187
0.444265627780375,0.571198664289053
0.82506473730641,0.539465405161884
0.126933036508679,0.793331478179241
0.571198664289053,2.85599332144527
6.21971878892525,1.99919532501169
6.02931923416223,0.602931923416223
5.39465405161884,3.14159265358979
1.33279688334112,2.76079354406376
2.98292635795395,1.30106362421395
4.82345538732978,1.33279688334112
5.90238619765355,0.0951997773815089
5.45812056987318,2.44346095279206
3.93492413176903,3.01465961708111
1.84052902937584,1.65012947461282
0.380799109526036,2.5069274710464
4.31572324129507,1.96746206588452
3.36372546747998,0.126933036508679
4.88692190558412,1.90399554763018
1.4597299198498,1.74532925199433
2.98292635795395,0.475998886907544
1.07893081032377,0.158666295635848
4.50612279605809,1.01546429206943
1.96746206588452,1.65012947461282
6.15625227067091,2.37999443453772
3.10985939446262,0.983731032942258
3.36372546747998,0.253866073017357
1.90399554763018,0.0951997773815089
